GCC	461	29.46	26.27	32.71	11.55	0.00	0.00
GCC	462	29.93	26.51	31.94	11.62	0.00	0.00
GCC	463	31.37	26.14	30.55	11.93	0.00	0.00
GCC	464	31.98	26.05	29.59	12.38	0.00	0.00
GCC	465	32.81	23.92	29.87	13.40	0.00	0.00
GCC	466	32.71	24.42	29.43	13.44	0.00	0.00
GCC	467	33.06	23.30	29.15	14.49	0.00	0.00
GCC	468	33.44	23.32	28.38	14.86	0.00	0.00
GCC	469	33.09	22.62	28.27	16.01	0.00	0.00
GCC	470	35.00	23.56	26.09	15.35	0.00	0.00
GCC	471	35.93	23.55	24.50	16.02	0.00	0.00
GCC	472	37.89	24.53	22.52	15.06	0.00	0.00
GCC	473	38.57	25.51	20.63	15.30	0.00	0.00
GCC	474	40.43	27.11	17.27	15.19	0.00	0.00
GCC	475	41.30	28.07	16.10	14.53	0.00	0.00
GCC	476	41.79	30.33	13.36	14.52	0.00	0.00
GCC	477	43.80	30.64	12.45	13.11	0.00	0.00
GCC	478	43.05	32.40	11.89	12.67	0.00	0.00
GCC	479	43.31	33.06	11.57	12.06	0.00	0.00
GCC	480	42.60	34.09	11.52	11.80	0.00	0.00
GCC	481	42.20	35.27	11.65	10.88	0.00	0.00
GCC	482	41.28	35.80	11.96	10.96	0.00	0.00
GCC	483	41.80	35.98	12.29	9.93	0.00	0.00
GCC	484	40.32	36.89	12.86	9.93	0.00	0.00
GCC	485	40.20	36.94	12.52	10.34	0.00	0.00
GCC	486	39.61	36.75	13.58	10.05	0.00	0.00
GCC	487	37.52	36.89	14.14	11.44	0.00	0.00
GCC	488	37.35	36.52	13.94	12.18	0.00	0.00
GCC	489	35.67	35.84	14.36	14.13	0.00	0.00
GCC	490	35.49	34.82	14.15	15.54	0.00	0.00
GCC	491	33.91	33.59	14.45	18.05	0.00	0.00
GCC	492	34.41	31.89	14.34	19.36	0.00	0.00
GCC	493	32.87	30.87	14.52	21.74	0.00	0.00
GCC	494	32.23	29.95	14.52	23.30	0.00	0.00
GCC	495	32.26	27.75	15.25	24.74	0.00	0.00
GCC	496	30.76	27.54	15.09	26.60	0.00	0.00
GCC	497	30.89	26.73	15.93	26.46	0.00	0.00
GCC	498	30.76	25.17	16.48	27.58	0.00	0.00
GCC	499	30.90	25.80	17.59	25.71	0.00	0.00
GCC	500	30.70	25.37	18.43	25.50	0.00	0.00
GCC	501	31.04	25.80	19.97	23.19	0.00	0.00
GCC	502	30.34	25.89	21.78	21.98	0.00	0.00
GCC	503	30.47	27.20	23.11	19.22	0.00	0.00
GCC	504	31.06	27.15	24.59	17.20	0.00	0.00
GCC	505	31.11	28.15	25.60	15.15	0.00	0.00
GCC	506	32.65	28.04	26.79	12.52	0.00	0.00
GCC	507	33.28	28.26	27.22	11.25	0.00	0.00
GCC	508	35.02	28.61	27.17	9.20	0.00	0.00
GCC	509	37.09	27.99	27.09	7.83	0.00	0.00
GCC	510	38.45	27.21	27.49	6.86	0.00	0.00
GCC	511	40.50	26.46	27.24	5.80	0.00	0.00
GCC	512	41.47	25.17	27.61	5.75	0.00	0.00
GCC	513	43.77	23.69	27.17	5.37	0.00	0.00
GCC	514	44.54	22.81	27.34	5.30	0.00	0.00
GCC	515	45.20	21.89	27.78	5.14	0.00	0.00
GCC	516	45.23	21.83	27.58	5.36	0.00	0.00
GCC	517	44.95	20.66	28.90	5.48	0.00	0.00
GCC	518	44.35	20.99	29.06	5.60	0.00	0.00
GCC	519	44.21	20.65	28.83	6.32	0.00	0.00
GCC	520	42.68	21.20	28.77	7.34	0.00	0.00
GCC	521	41.78	21.46	28.52	8.24	0.00	0.00
GCC	522	41.00	21.83	28.27	8.90	0.00	0.00
GCC	523	39.43	22.62	27.98	9.97	0.00	0.00
GCC	524	38.81	23.54	26.95	10.69	0.00	0.00
GCC	525	37.55	23.04	27.21	12.19	0.00	0.00
GCC	526	35.86	23.43	26.94	13.77	0.00	0.00
GCC	527	35.50	23.04	26.88	14.58	0.00	0.00
GCC	528	35.80	22.11	26.76	15.33	0.00	0.00
GCC	529	35.89	21.81	25.99	16.31	0.00	0.00
GCC	530	36.26	21.43	25.74	16.56	0.00	0.00
GCC	531	35.51	20.66	25.55	18.28	0.00	0.00
GCC	532	35.83	20.44	25.08	18.66	0.00	0.00
GCC	533	35.21	21.10	24.47	19.22	0.00	0.00
GCC	534	35.34	21.50	23.76	19.40	0.00	0.00
GCC	535	35.00	22.22	22.71	20.07	0.00	0.00
GCC	536	34.36	22.84	22.48	20.32	0.00	0.00
GCC	537	34.76	24.25	19.89	21.10	0.00	0.00
GCC	538	34.95	25.35	19.00	20.70	0.00	0.00
GCC	539	35.36	26.61	17.72	20.31	0.00	0.00
GCC	540	35.26	27.75	17.27	19.72	0.00	0.00
GCC	541	34.61	29.38	17.06	18.94	0.00	0.00
GCC	542	34.02	30.95	16.90	18.13	0.00	0.00
GCC	543	33.68	31.96	17.11	17.25	0.00	0.00
GCC	544	33.62	33.60	16.99	15.79	0.00	0.00
GCC	545	32.73	35.13	17.50	14.64	0.00	0.00
GCC	546	33.20	36.05	17.26	13.50	0.00	0.00
GCC	547	32.32	37.20	17.77	12.70	0.00	0.00
GCC	548	32.88	37.90	17.73	11.49	0.00	0.00
GCC	549	32.87	38.93	17.27	10.94	0.00	0.00
GCC	550	33.02	38.92	17.68	10.39	0.00	0.00
GCC	551	34.12	38.54	17.39	9.95	0.00	0.00
GCC	552	33.94	37.42	18.48	10.16	0.00	0.00
GCC	553	35.11	35.92	19.14	9.84	0.00	0.00
GCC	554	34.98	34.54	20.67	9.82	0.00	0.00
GCC	555	35.28	33.03	22.06	9.64	0.00	0.00
GCC	556	34.88	31.60	24.21	9.30	0.00	0.00
GCC	557	33.69	30.38	25.87	10.06	0.00	0.00
GCC	558	32.92	29.46	27.97	9.65	0.00	0.00
GCC	559	31.14	28.47	30.88	9.50	0.00	0.00
GCC	560	30.26	28.32	32.44	8.98	0.00	0.00
GCC	561	28.67	27.57	34.86	8.90	0.00	0.00
GCC	562	27.70	27.69	36.17	8.44	0.00	0.00
GCC	563	26.79	27.64	37.65	7.92	0.00	0.00
GCC	564	25.74	28.39	38.05	7.83	0.00	0.00
GCC	565	24.71	28.94	38.27	8.08	0.00	0.00
GCC	566	23.01	29.73	38.75	8.51	0.00	0.00
GCC	567	22.02	30.62	38.21	9.14	0.00	0.00
GCC	568	21.98	31.24	37.16	9.62	0.00	0.00
GCC	569	20.92	31.87	37.00	10.22	0.00	0.00
GCC	570	20.52	33.04	35.83	10.61	0.00	0.00
GCC	571	19.89	33.61	35.38	11.13	0.00	0.00
GCC	572	20.12	34.64	33.23	12.02	0.00	0.00
GCC	573	19.51	35.02	32.94	12.52	0.00	0.00
GCC	574	19.10	36.83	31.00	13.07	0.00	0.00
GCC	575	18.95	37.90	30.23	12.93	0.00	0.00
GCC	576	18.82	39.58	28.70	12.91	0.00	0.00
GCC	577	19.67	40.23	27.40	12.70	0.00	0.00
GCC	578	19.75	41.68	26.21	12.37	0.00	0.00
GCC	579	20.62	43.53	24.54	11.31	0.00	0.00
GCC	580	21.82	43.48	23.86	10.84	0.00	0.00
GCC	581	22.66	44.59	22.05	10.70	0.00	0.00
GCC	582	23.52	45.10	20.90	10.48	0.00	0.00
GCC	583	25.11	45.06	19.75	10.08	0.00	0.00
GCC	584	27.11	44.99	18.02	9.88	0.00	0.00
GCC	585	27.97	45.30	17.20	9.53	0.00	0.00
GCC	586	29.23	44.90	16.18	9.69	0.00	0.00
GCC	587	31.65	43.94	15.03	9.38	0.00	0.00
GCC	588	32.08	44.01	14.69	9.22	0.00	0.00
GCC	589	33.37	43.48	14.02	9.13	0.00	0.00
GCC	590	34.69	42.38	14.04	8.89	0.00	0.00
GCC	591	34.88	42.20	14.62	8.30	0.00	0.00
GCC	592	35.84	41.17	15.06	7.93	0.00	0.00
GCC	593	36.86	40.04	15.49	7.61	0.00	0.00
GCC	594	36.69	39.83	16.53	6.95	0.00	0.00
GCC	595	37.31	40.10	16.14	6.45	0.00	0.00
GCC	596	37.65	40.04	16.36	5.95	0.00	0.00
GCC	597	36.31	40.77	17.05	5.86	0.00	0.00
GCC	598	36.05	41.51	16.66	5.78	0.00	0.00
GCC	599	34.95	42.72	16.50	5.83	0.00	0.00
GCC	600	33.16	44.62	16.15	6.06	0.00	0.00
GCC	601	32.14	45.29	15.91	6.66	0.00	0.00
GCC	602	30.77	45.75	16.25	7.23	0.00	0.00
GCC	603	28.80	47.03	16.68	7.48	0.00	0.00
GCC	604	26.48	47.62	17.49	8.41	0.00	0.00
GCC	605	24.80	47.12	18.96	9.12	0.00	0.00
GCC	606	22.98	46.94	20.95	9.14	0.00	0.00
GCC	607	21.72	45.60	23.07	9.61	0.00	0.00
GCC	608	20.83	44.83	24.54	9.80	0.00	0.00
GCC	609	20.10	43.25	26.77	9.88	0.00	0.00
GCC	610	19.67	41.94	28.61	9.78	0.00	0.00
GCC	611	18.67	41.08	30.29	9.95	0.00	0.00
GCC	612	17.55	41.33	31.41	9.70	0.00	0.00
GCC	613	16.35	41.16	32.71	9.78	0.00	0.00
GCC	614	16.24	41.42	32.87	9.47	0.00	0.00
GCC	615	15.10	42.71	32.45	9.74	0.00	0.00
GCC	616	14.60	42.45	32.40	10.56	0.00	0.00
GCC	617	14.08	42.55	32.13	11.24	0.00	0.00
GCC	618	13.42	43.17	31.59	11.82	0.00	0.00
GCC	619	12.70	42.97	30.80	13.53	0.00	0.00
GCC	620	12.16	42.72	30.92	14.20	0.00	0.00
GCC	621	11.97	42.72	29.67	15.64	0.00	0.00
GCC	622	11.67	42.34	29.22	16.77	0.00	0.00
GCC	623	11.86	42.07	28.72	17.35	0.00	0.00
GCC	624	12.34	41.41	28.04	18.21	0.00	0.00
GCC	625	12.84	40.93	28.01	18.22	0.00	0.00
GCC	626	13.42	40.97	27.28	18.34	0.00	0.00
GCC	627	14.88	40.82	26.19	18.11	0.00	0.00
GCC	628	15.84	41.95	25.36	16.85	0.00	0.00
GCC	629	17.21	42.09	24.42	16.28	0.00	0.00
GCC	630	18.94	41.83	23.53	15.70	0.00	0.00
GCC	631	21.27	42.48	21.97	14.27	0.00	0.00
GCC	632	23.07	43.14	20.73	13.06	0.00	0.00
GCC	633	25.39	43.47	18.62	12.52	0.00	0.00
GCC	634	27.20	43.40	17.93	11.47	0.00	0.00
GCC	635	28.99	43.60	17.13	10.28	0.00	0.00
GCC	636	30.43	43.90	15.12	10.55	0.00	0.00
GCC	637	31.04	43.76	14.80	10.39	0.00	0.00
GCC	638	32.54	43.16	13.54	10.75	0.00	0.00
GCC	639	33.11	42.26	12.99	11.63	0.00	0.00
GCC	640	32.87	43.02	12.63	11.48	0.00	0.00
GCC	641	32.28	43.11	12.24	12.37	0.00	0.00
GCC	642	31.74	42.35	12.95	12.95	0.00	0.00
GCC	643	30.54	42.20	13.62	13.64	0.00	0.00
GCC	644	30.26	41.27	14.72	13.75	0.00	0.00
GCC	645	29.65	41.14	15.73	13.48	0.00	0.00
GCC	646	28.69	41.04	16.66	13.62	0.00	0.00
GCC	647	28.06	41.45	17.51	12.98	0.00	0.00
GCC	648	27.65	41.20	17.88	13.27	0.00	0.00
GCC	649	27.22	42.19	18.45	12.14	0.00	0.00
GCC	650	26.47	42.32	19.03	12.19	0.00	0.00
GCC	651	26.58	41.87	20.03	11.53	0.00	0.00
GCC	652	25.89	42.64	20.00	11.47	0.00	0.00
GCC	653	25.72	42.71	20.64	10.94	0.00	0.00
GCC	654	24.78	44.17	19.99	11.07	0.00	0.00
GCC	655	23.61	44.97	20.33	11.09	0.00	0.00
GCC	656	23.50	45.18	20.43	10.90	0.00	0.00
GCC	657	23.24	44.62	21.08	11.06	0.00	0.00
GCC	658	22.26	45.08	21.47	11.19	0.00	0.00
GCC	659	22.24	44.74	21.27	11.75	0.00	0.00
GCC	660	22.20	44.06	22.26	11.48	0.00	0.00
GCC	661	22.84	43.08	22.33	11.74	0.00	0.00
GCC	662	23.65	41.92	23.19	11.24	0.00	0.00
GCC	663	24.89	41.18	23.26	10.67	0.00	0.00
GCC	664	26.77	39.57	23.44	10.22	0.00	0.00
GCC	665	28.24	38.66	23.28	9.83	0.00	0.00
GCC	666	30.69	36.77	23.19	9.35	0.00	0.00
GCC	667	32.90	35.77	23.03	8.30	0.00	0.00
GCC	668	34.33	34.45	23.15	8.08	0.00	0.00
GCC	669	36.21	33.65	23.15	7.00	0.00	0.00
GCC	670	38.02	33.52	21.96	6.49	0.00	0.00
GCC	671	38.21	33.87	22.08	5.83	0.00	0.00
GCC	672	38.73	34.82	20.80	5.65	0.00	0.00
GCC	673	39.26	34.72	21.11	4.91	0.00	0.00
GCC	674	39.56	35.17	20.63	4.64	0.00	0.00
GCC	675	39.75	35.53	20.01	4.71	0.00	0.00
GCC	676	38.69	35.88	20.96	4.47	0.00	0.00
GCC	677	38.44	35.94	20.97	4.65	0.00	0.00
GCC	678	37.69	35.28	22.09	4.94	0.00	0.00
GCC	679	38.18	34.39	22.45	4.98	0.00	0.00
GCC	680	37.32	33.50	23.70	5.48	0.00	0.00
GCC	681	37.58	32.16	24.94	5.32	0.00	0.00
GCC	682	37.14	30.50	25.90	6.45	0.00	0.00
GCC	683	35.51	30.22	27.17	7.11	0.00	0.00
GCC	684	34.95	29.00	28.67	7.38	0.00	0.00
GCC	685	33.84	28.55	29.25	8.37	0.00	0.00
GCC	686	33.20	28.00	29.84	8.96	0.00	0.00
GCC	687	32.84	27.11	29.92	10.13	0.00	0.00
GCC	688	30.73	27.64	29.27	12.36	0.00	0.00
GCC	689	29.14	27.88	30.31	12.66	0.00	0.00
GCC	690	29.09	27.98	28.81	14.11	0.00	0.00
GCC	691	27.14	29.08	27.81	15.97	0.00	0.00
GCC	692	26.95	29.11	27.67	16.27	0.00	0.00
GCC	693	25.79	28.76	26.94	18.50	0.00	0.00
GCC	694	24.62	27.66	28.02	19.69	0.00	0.00
GCC	695	23.81	28.21	27.84	20.14	0.00	0.00
GCC	696	22.54	28.13	26.85	22.49	0.00	0.00
GCC	697	21.30	28.77	26.55	23.38	0.00	0.00
GCC	698	19.80	28.91	27.70	23.58	0.00	0.00
GCC	699	18.86	28.48	28.14	24.51	0.00	0.00
GCC	700	17.68	28.06	29.22	25.04	0.00	0.00
GCC	701	15.89	28.95	29.51	25.66	0.00	0.00
GCC	702	15.84	27.46	30.06	26.64	0.00	0.00
GCC	703	14.41	27.94	31.26	26.40	0.00	0.00
GCC	704	14.09	27.82	32.24	25.85	0.00	0.00
GCC	705	14.28	26.62	32.90	26.20	0.00	0.00
GCC	706	13.62	26.87	33.43	26.08	0.00	0.00
GCC	707	13.91	26.24	33.63	26.22	0.00	0.00
GCC	708	14.34	26.04	33.40	26.22	0.00	0.00
GCC	709	14.08	27.10	33.46	25.36	0.00	0.00
GCC	710	14.05	27.15	34.18	24.63	0.00	0.00
GCC	711	14.49	26.40	34.43	24.68	0.00	0.00
GCC	712	14.78	27.40	33.96	23.85	0.00	0.00
GCC	713	15.27	28.72	33.59	22.43	0.00	0.00
GCC	714	14.79	29.72	33.54	21.96	0.00	0.00
GCC	715	15.17	31.65	32.73	20.44	0.00	0.00
GCC	716	14.99	32.98	32.43	19.61	0.00	0.00
GCC	717	15.30	34.85	31.89	17.95	0.00	0.00
GCC	718	14.81	36.81	31.97	16.41	0.00	0.00
GCC	719	14.64	37.28	32.58	15.50	0.00	0.00
GCC	720	14.74	38.86	31.87	14.53	0.00	0.00
GCC	721	14.32	39.97	31.68	14.03	0.00	0.00
GCC	722	14.60	40.21	32.39	12.80	0.00	0.00
GCC	723	14.76	39.74	32.64	12.87	0.00	0.00
GCC	724	14.62	39.48	33.26	12.64	0.00	0.00
GCC	725	15.63	38.77	32.55	13.05	0.00	0.00
GCC	726	16.14	37.95	31.91	14.00	0.00	0.00
GCC	727	16.26	37.33	31.50	14.92	0.00	0.00
GCC	728	17.58	36.38	30.99	15.06	0.00	0.00
GCC	729	18.28	35.34	30.03	16.36	0.00	0.00
GCC	730	18.34	35.10	29.21	17.36	0.00	0.00
GCC	731	19.01	33.98	28.43	18.58	0.00	0.00
GCC	732	19.45	34.10	27.33	19.12	0.00	0.00
GCC	733	19.64	33.36	26.70	20.30	0.00	0.00
GCC	734	20.21	32.69	27.33	19.77	0.00	0.00
GCC	735	19.89	31.93	27.89	20.30	0.00	0.00
GCC	736	20.15	32.19	27.66	20.00	0.00	0.00
GCC	737	21.08	31.46	27.48	19.99	0.00	0.00
GCC	738	21.41	29.59	28.55	20.45	0.00	0.00
GCC	739	21.42	28.93	29.92	19.73	0.00	0.00
GCC	740	22.30	27.42	31.71	18.56	0.00	0.00
GCC	741	23.37	27.15	31.13	18.36	0.00	0.00
GCC	742	24.51	26.17	31.44	17.88	0.00	0.00
GCC	743	25.10	25.00	32.53	17.37	0.00	0.00
GCC	744	25.59	23.38	33.24	17.78	0.00	0.00
GCC	745	26.82	22.95	32.96	17.27	0.00	0.00
GCC	746	27.44	23.08	32.37	17.11	0.00	0.00
GCC	747	28.53	22.47	30.98	18.02	0.00	0.00
GCC	748	28.52	21.93	31.22	18.34	0.00	0.00
GCC	749	29.61	20.81	30.71	18.86	0.00	0.00
GCC	750	30.57	21.48	28.49	19.46	0.00	0.00
GCC	751	31.76	21.79	27.55	18.90	0.00	0.00
GCC	752	32.45	21.23	25.98	20.34	0.00	0.00
GCC	753	33.23	20.73	25.41	20.64	0.00	0.00
GCC	754	34.55	20.22	24.38	20.86	0.00	0.00
GCC	755	35.91	19.76	22.71	21.63	0.00	0.00
GCC	756	36.17	19.72	22.30	21.82	0.00	0.00
GCC	757	37.38	19.79	20.75	22.07	0.00	0.00
GCC	758	38.20	19.63	20.05	22.12	0.00	0.00
GCC	759	38.49	19.58	19.83	22.10	0.00	0.00
GCC	760	37.83	19.37	20.49	22.31	0.00	0.00
GCC	761	38.09	20.47	19.50	21.94	0.00	0.00
GCC	762	37.56	20.73	19.66	22.06	0.00	0.00
GCC	763	35.21	21.86	20.11	22.82	0.00	0.00
GCC	764	34.51	22.15	20.51	22.83	0.00	0.00
GCC	765	33.20	22.90	22.09	21.81	0.00	0.00
GCC	766	31.52	23.34	23.06	22.07	0.00	0.00
GCC	767	29.58	23.99	23.90	22.53	0.00	0.00
GCC	768	28.06	25.27	24.49	22.18	0.00	0.00
GCC	769	26.47	25.07	25.91	22.55	0.00	0.00
GCC	770	24.75	24.99	26.97	23.29	0.00	0.00
GCC	771	24.19	25.22	28.37	22.22	0.00	0.00
GCC	772	22.55	26.05	28.31	23.09	0.00	0.00
GCC	773	22.99	25.63	28.17	23.21	0.00	0.00
GCC	774	21.81	26.71	28.06	23.42	0.00	0.00
GCC	775	21.74	26.51	28.38	23.37	0.00	0.00
GCC	776	21.50	27.19	27.62	23.70	0.00	0.00
GCC	777	22.71	27.04	27.01	23.24	0.00	0.00
GCC	778	22.01	28.40	26.60	22.99	0.00	0.00
GCC	779	22.30	28.68	25.63	23.38	0.00	0.00
GCC	780	22.63	29.80	25.56	22.02	0.00	0.00
GCC	781	22.87	31.10	24.74	21.30	0.00	0.00
GCC	782	23.90	31.27	23.96	20.87	0.00	0.00
GCC	783	23.79	31.68	24.08	20.45	0.00	0.00
GCC	784	23.26	32.14	24.32	20.28	0.00	0.00
GCC	785	23.98	32.77	23.24	20.01	0.00	0.00
GCC	786	24.78	32.69	22.62	19.92	0.00	0.00
GCC	787	24.03	33.48	23.03	19.47	0.00	0.00
GCC	788	22.69	34.13	22.77	20.41	0.00	0.00
GCC	789	23.16	33.88	22.68	20.27	0.00	0.00
GCC	790	22.45	34.61	22.23	20.71	0.00	0.00
GCC	791	21.64	34.69	22.06	21.61	0.00	0.00
GCC	792	20.40	34.40	21.91	23.29	0.00	0.00
GCC	793	19.91	34.97	22.05	23.06	0.00	0.00
GCC	794	18.16	36.48	21.80	23.56	0.00	0.00
GCC	795	16.71	37.23	20.84	25.22	0.00	0.00
GCC	796	15.11	38.31	21.51	25.07	0.00	0.00
GCC	797	13.77	39.59	20.88	25.77	0.00	0.00
GCC	798	12.76	40.45	19.90	26.89	0.00	0.00
GCC	799	11.27	41.81	19.43	27.49	0.00	0.00
GCC	800	10.22	42.41	19.30	28.07	0.00	0.00
GCC	801	9.38	44.03	17.99	28.60	0.00	0.00
GCC	802	8.42	43.85	18.37	29.36	0.00	0.00
GCC	803	8.01	45.19	18.17	28.62	0.00	0.00
GCC	804	7.13	45.41	17.72	29.73	0.00	0.00
GCC	805	7.33	44.79	17.35	30.53	0.00	0.00
GCC	806	7.45	45.02	17.79	29.73	0.00	0.00
GCC	807	6.99	44.71	18.43	29.88	0.00	0.00
GCC	808	7.10	44.13	19.51	29.26	0.00	0.00
GCC	809	7.45	43.69	19.97	28.89	0.00	0.00
GCC	810	7.48	43.22	21.52	27.78	0.00	0.00
GCC	811	8.10	42.35	22.61	26.93	0.00	0.00
GCC	812	8.42	41.83	23.20	26.54	0.00	0.00
GCC	813	9.16	41.95	23.65	25.24	0.00	0.00
GCC	814	10.00	41.46	24.22	24.31	0.00	0.00
GCC	815	10.56	41.09	25.07	23.29	0.00	0.00
GCC	816	10.90	41.51	25.13	22.46	0.00	0.00
GCC	817	11.78	41.56	25.95	20.71	0.00	0.00
GCC	818	12.23	41.66	25.06	21.06	0.00	0.00
GCC	819	13.06	42.16	24.99	19.78	0.00	0.00
GCC	820	13.56	42.66	24.86	18.92	0.00	0.00
GCC	821	13.47	43.98	23.73	18.83	0.00	0.00
GCC	822	13.41	44.35	23.63	18.60	0.00	0.00
GCC	823	14.23	44.84	22.31	18.62	0.00	0.00
GCC	824	13.35	46.38	22.75	17.52	0.00	0.00
GCC	825	13.41	46.43	22.09	18.07	0.00	0.00
GCC	826	13.73	46.98	21.53	17.77	0.00	0.00
GCC	827	12.92	48.12	21.36	17.60	0.00	0.00
GCC	828	12.78	48.61	20.47	18.15	0.00	0.00
GCC	829	13.12	49.31	20.50	17.07	0.00	0.00
GCC	830	12.34	49.51	20.61	17.54	0.00	0.00
GCC	831	12.38	50.24	20.49	16.89	0.00	0.00
GCC	832	12.68	50.15	20.08	17.09	0.00	0.00
GCC	833	12.05	49.82	21.21	16.92	0.00	0.00
GCC	834	12.82	49.43	21.11	16.65	0.00	0.00
GCC	835	12.48	48.99	21.98	16.55	0.00	0.00
GCC	836	12.71	47.73	23.25	16.30	0.00	0.00
GCC	837	12.47	47.06	23.41	17.06	0.00	0.00
GCC	838	12.50	46.35	24.40	16.75	0.00	0.00
GCC	839	12.56	44.79	25.07	17.58	0.00	0.00
GCC	840	12.91	44.20	25.27	17.61	0.00	0.00
GCC	841	12.84	43.64	26.24	17.29	0.00	0.00
GCC	842	13.12	41.79	26.28	18.81	0.00	0.00
GCC	843	13.57	41.51	26.55	18.37	0.00	0.00
GCC	844	13.61	41.03	26.62	18.74	0.00	0.00
GCC	845	13.93	41.05	25.74	19.28	0.00	0.00
GCC	846	15.02	40.58	25.06	19.34	0.00	0.00
GCC	847	15.17	40.39	24.66	19.77	0.00	0.00
GCC	848	15.74	40.44	23.66	20.16	0.00	0.00
GCC	849	16.17	40.66	22.59	20.58	0.00	0.00
GCC	850	16.22	41.22	21.76	20.80	0.00	0.00
GCC	851	16.09	42.24	20.14	21.53	0.00	0.00
GCC	852	16.82	43.03	18.91	21.25	0.00	0.00
GCC	853	16.84	44.94	17.73	20.49	0.00	0.00
GCC	854	16.67	45.67	16.24	21.42	0.00	0.00
GCC	855	16.42	48.05	14.80	20.73	0.00	0.00
GCC	856	16.21	50.06	13.50	20.23	0.00	0.00
GCC	857	16.50	50.89	12.16	20.46	0.00	0.00
GCC	858	16.46	53.60	11.18	18.76	0.00	0.00
GCC	859	17.00	54.62	9.81	18.58	0.00	0.00
GCC	860	16.67	55.80	8.99	18.54	0.00	0.00
GCC	861	17.03	56.92	8.58	17.47	0.00	0.00
GCC	862	16.49	57.94	8.03	17.54	0.00	0.00
GCC	863	17.26	57.60	7.95	17.18	0.00	0.00
GCC	864	17.08	58.50	7.91	16.51	0.00	0.00
GCC	865	17.12	58.98	7.72	16.19	0.00	0.00
GCC	866	17.74	58.38	7.77	16.11	0.00	0.00
GCC	867	17.62	58.34	7.79	16.25	0.00	0.00
GCC	868	17.85	58.12	7.90	16.13	0.00	0.00
GCC	869	17.54	58.32	8.03	16.10	0.00	0.00
GCC	870	18.54	57.29	8.27	15.91	0.00	0.00
GCC	871	18.72	57.27	8.22	15.79	0.00	0.00
GCC	872	19.10	57.07	7.93	15.89	0.00	0.00
GCC	873	19.68	56.13	7.83	16.36	0.00	0.00
GCC	874	20.53	55.39	8.00	16.08	0.00	0.00
GCC	875	20.88	54.82	7.74	16.56	0.00	0.00
GCC	876	21.72	53.30	7.88	17.10	0.00	0.00
GCC	877	21.91	53.49	7.49	17.12	0.00	0.00
GCC	878	21.90	52.21	7.71	18.18	0.00	0.00
GCC	879	23.03	50.86	8.07	18.04	0.00	0.00
GCC	880	22.85	49.53	8.88	18.74	0.00	0.00
GCC	881	22.73	48.76	9.09	19.43	0.00	0.00
GCC	882	22.83	47.58	9.04	20.55	0.00	0.00
GCC	883	22.87	45.93	10.35	20.85	0.00	0.00
GCC	884	22.51	45.20	10.56	21.74	0.00	0.00
GCC	885	23.01	42.54	11.72	22.74	0.00	0.00
GCC	886	22.77	41.49	13.03	22.71	0.00	0.00
GCC	887	22.27	40.90	13.23	23.60	0.00	0.00
GCC	888	23.18	39.58	13.47	23.77	0.00	0.00
GCC	889	23.87	38.85	14.28	23.00	0.00	0.00
GCC	890	24.44	37.55	14.85	23.15	0.00	0.00
GCC	891	24.74	37.36	14.98	22.93	0.00	0.00
GCC	892	26.12	36.48	14.82	22.59	0.00	0.00
GCC	893	26.48	37.14	15.24	21.15	0.00	0.00
GCC	894	27.32	37.96	14.99	19.73	0.00	0.00
GCC	895	28.00	38.33	14.42	19.25	0.00	0.00
GCC	896	29.50	38.46	14.35	17.69	0.00	0.00
GCC	897	29.55	39.74	13.99	16.72	0.00	0.00
GCC	898	30.11	40.00	14.21	15.68	0.00	0.00
GCC	899	30.88	40.95	13.82	14.35	0.00	0.00
GCC	900	31.40	41.61	13.42	13.57	0.00	0.00
GCC	901	31.54	41.75	13.48	13.23	0.00	0.00
GCC	902	31.65	42.80	13.39	12.16	0.00	0.00
GCC	903	32.15	42.76	13.63	11.45	0.00	0.00
GCC	904	32.53	42.75	13.69	11.04	0.00	0.00
GCC	905	32.55	42.37	14.45	10.63	0.00	0.00
GCC	906	32.94	42.30	15.25	9.51	0.00	0.00
GCC	907	33.83	41.66	15.34	9.17	0.00	0.00
GCC	908	34.08	40.51	16.55	8.86	0.00	0.00
GCC	909	34.47	39.77	16.89	8.87	0.00	0.00
GCC	910	34.83	39.02	17.47	8.68	0.00	0.00
GCC	911	35.29	37.99	18.41	8.31	0.00	0.00
GCC	912	35.34	37.55	18.70	8.40	0.00	0.00
GCC	913	36.29	35.84	19.39	8.47	0.00	0.00
GCC	914	36.11	34.86	20.09	8.94	0.00	0.00
GCC	915	36.32	33.90	20.42	9.35	0.00	0.00
GCC	916	36.62	33.58	20.20	9.60	0.00	0.00
GCC	917	36.74	32.68	20.54	10.05	0.00	0.00
GCC	918	37.23	31.95	20.14	10.68	0.00	0.00
GCC	919	36.84	31.37	20.24	11.55	0.00	0.00
GCC	920	36.67	31.49	19.97	11.87	0.00	0.00
GCC	921	37.11	31.00	19.63	12.27	0.00	0.00
GCC	922	37.44	30.85	19.22	12.49	0.00	0.00
GCC	923	37.83	30.46	18.85	12.86	0.00	0.00
GCC	924	37.85	30.35	18.43	13.38	0.00	0.00
GCC	925	37.61	30.91	17.47	14.00	0.00	0.00
GCC	926	38.55	30.43	17.05	13.98	0.00	0.00
